326,NVIDIAGameWorks/Falcor,3002,https://github.com/NVIDIAGameWorks/Falcor.git,https://github.com/NVIDIAGameWorks/Falcor,cpp,Real-Time Rendering Framework,targets,autoql_exit_1,autoql_exit_1
329,hku-mars/FAST-LIVO2,2988,https://github.com/hku-mars/FAST-LIVO2.git,https://github.com/hku-mars/FAST-LIVO2,cpp,"FAST-LIVO2: Fast, Direct LiDAR-Inertial-Visual Odometry",targets,autoql_exit_1,autoql_exit_1
332,microsoft/proxy,2980,https://github.com/microsoft/proxy.git,https://github.com/microsoft/proxy,cpp,Proxy: Next Generation Polymorphism in C++,targets,autoql_exit_1,autoql_exit_1
337,SerenityOS/jakt,2964,https://github.com/SerenityOS/jakt.git,https://github.com/SerenityOS/jakt,cpp,The Jakt Programming Language,targets,autoql_exit_1,autoql_exit_1
340,DescentDevelopers/Descent3,2957,https://github.com/DescentDevelopers/Descent3.git,https://github.com/DescentDevelopers/Descent3,cpp,Descent 3 by Outrage Entertainment,targets,autoql_exit_1,autoql_exit_1
350,ttttupup/wxhelper,2927,https://github.com/ttttupup/wxhelper.git,https://github.com/ttttupup/wxhelper,cpp,Hook  WeChat  / 微信逆向,targets,autoql_exit_1,autoql_exit_1
351,facebook/wdt,2923,https://github.com/facebook/wdt.git,https://github.com/facebook/wdt,cpp,Warp speed Data Transfer (WDT)  is an embeddedable library (and command line tool) aiming to transfer data between 2 systems as fast as possible over multiple TCP paths.,targets,autoql_exit_1,autoql_exit_1
361,FEX-Emu/FEX,2904,https://github.com/FEX-Emu/FEX.git,https://github.com/FEX-Emu/FEX,cpp,A fast usermode x86 and x86-64 emulator for Arm64 Linux,targets,autoql_exit_1,autoql_exit_1
362,qt-creator/qt-creator,2904,https://github.com/qt-creator/qt-creator.git,https://github.com/qt-creator/qt-creator,cpp,A cross-platform Qt IDE,targets,autoql_exit_1,autoql_exit_1
366,subsurface/subsurface,2900,https://github.com/subsurface/subsurface.git,https://github.com/subsurface/subsurface,cpp,This is the official upstream of the Subsurface divelog program,targets,autoql_exit_1,autoql_exit_1
387,namazso/SecureUxTheme,2838,https://github.com/namazso/SecureUxTheme.git,https://github.com/namazso/SecureUxTheme,cpp,🎨 A secure boot compatible in-memory UxTheme patcher,targets,autoql_exit_1,autoql_exit_1
390,Almamu/linux-wallpaperengine,2834,https://github.com/Almamu/linux-wallpaperengine.git,https://github.com/Almamu/linux-wallpaperengine,cpp,Wallpaper Engine backgrounds for Linux!,targets,autoql_exit_1,autoql_exit_1
395,shouxieai/tensorRT_Pro,2822,https://github.com/shouxieai/tensorRT_Pro.git,https://github.com/shouxieai/tensorRT_Pro,cpp,C++ library based on tensorrt integration,targets,autoql_exit_1,autoql_exit_1
397,opengl-tutorials/ogl,2820,https://github.com/opengl-tutorials/ogl.git,https://github.com/opengl-tutorials/ogl,cpp,,targets,autoql_exit_1,autoql_exit_1
